146;0;0;0.612;1
146;0;0;0.889;1
86;1;1;0.2626;1
80;0;0;0.589;1
146;0;0;0.6962;1
86;1;0;0.665;1
146;0;0;0.8276;1
146;1;0;0.5943;1
146;1;0;0.7049;1
47;0;1;0.5073;1
67;0;1;0.6356;1
47;0;1;0.4882;1
109;0;0;0.6508;1
146;1;0;0.8902;1
109;0;1;0.7593;1
109;1;0;0.705;1
146;1;0;0.686;1
146;0;0;0.5193;1
86;1;1;0.7241;1
111;0;0;0.7633;1
146;0;0;0.9924;1
80;0;0;0.6519;1
146;0;0;0.6586;1
111;0;0;0.8622;1
146;1;0;0.5203;1
102;0;0;0.8076;1
146;1;0;0.8756;1
146;0;0;0.8584;1
146;0;0;0.7632;1
102;1;0;1.0823;1
146;1;0;0.6631;1
109;1;0;0.6867;1
146;0;1;0.8388;1
102;0;1;0.7197;1
146;1;1;0.8388;1
80;0;1;0.7949;1
102;1;0;0.6243;1
146;0;0;0.6888;1
109;1;1;0.7484;1
146;1;0;0.7254;1
146;0;1;0.4921;1
18;0;0;0.6143;1
86;0;0;0.6392;1
18;1;0;0.8873;1
146;0;1;0.978;1
109;1;0;0.7209;1
111;0;0;0.5267;1
80;0;0;5.8068;1
102;1;0;0.3331;1
86;0;0;0.6852;1
111;0;0;0.7474;1
109;0;0;0.7522;1
146;0;1;0.6343;1
109;1;1;1.2954;1
102;0;1;0.7325;1
146;0;1;0.6376;1
111;0;0;0.646;1
102;1;1;0.2373;1
86;0;1;0.6692;1
86;0;0;0.7065;1
146;1;0;0.3669;1
67;0;0;0.8818;1
18;1;0;0.7786;1
111;1;0;0.4421;1
102;0;1;0.6915;1
146;0;0;0.8308;1
111;0;0;0.8841;1
80;0;1;0.6331;1
80;0;0;0.7984;1
67;0;1;0.7984;1
