146;0;0;-6.8176;1
146;0;0;-1.0232;1
86;1;1;-1.9459;1
80;0;0;-4.6403;1
146;0;0;-2.3218;1
86;1;0;-4.0129;1
146;0;0;-2.1886;1
146;1;0;-3.0603;1
146;1;0;-3.4594;1
47;0;1;-6.6287;1
67;0;1;-3.6641;1
47;0;1;-8.6833;1
109;0;0;-3.0891;1
146;1;0;-1.1418;1
109;0;1;-2.7453;1
109;1;0;-3.8271;1
146;1;0;-3.3944;1
146;0;0;-6.4695;1
86;1;1;-1.1602;1
111;0;0;-2.3696;1
146;0;0;-0.0274;1
80;0;0;-6.104;1
146;0;0;-4.2721;1
111;0;0;-1.6519;1
146;1;0;-6.609;1
102;0;0;-1.9376;1
146;1;0;-1.4768;1
146;0;0;-1.4556;1
146;0;0;-1.8326;1
102;1;0;0.3185;1
146;1;0;-3.8556;1
109;1;0;-2.8485;1
146;0;1;-2.5179;1
102;0;1;-2.2285;1
146;1;1;-2.3379;1
80;0;1;-5.5337;1
102;1;0;-6.801;1
146;0;0;-4.2622;1
109;1;1;-2.1464;1
146;1;0;-2.3074;1
146;0;1;-4.016;1
146;1;0;-2.0317;1
146;0;0;-2.8951;1
18;0;0;-5.2655;1
86;0;0;-1.0986;1
18;1;0;-1.0239;1
146;0;1;-0.2084;1
109;1;0;-6.2664;1
111;0;0;-8.7108;1
80;0;0;11.9445;1
102;1;0;-4.4466;1
86;0;0;-5.3628;1
111;0;0;-2.3344;1
109;0;0;-3.4373;1
146;0;1;-3.0439;1
109;1;1;0.734;1
102;0;1;-2.7011;1
146;0;1;-6.0795;1
111;0;0;-4.2931;1
102;1;1;-5.6228;1
86;0;1;-4.0711;1
86;0;0;-6.2016;1
146;1;0;-5.6939;1
67;0;0;-0.4418;1
18;1;0;-1.6743;1
111;1;0;-1.3863;1
102;0;1;-5.222;1
146;0;0;-1.9727;1
111;0;0;-1.048;1
80;0;1;-5.4208;1
80;0;0;-6.837;1
67;0;1;-6.837;1
67;1;1;-6.7055;1
146;0;0;-1.0202;1
102;0;0;-9.4399;1
146;0;0;-2.9789;1
111;0;1;-4.7021;1
102;0;0;-2.2237;1
67;0;0;-8.0963;1
146;0;0;-7.7884;1
109;0;0;-1.956;1
86;0;1;-2.7638;1
47;1;1;-0.9888;1
102;1;0;1.0986;1
86;0;0;0.068;1
111;0;0;-2.3696;1
86;1;1;-0.6931;1
109;1;0;-2.568;1
16;0;1;12.82;1
146;0;0;-3.2547;1
146;1;0;-2.3648;1
80;1;0;-4.785;1
109;1;0;-5.2391;1
19;1;0;-8.0963;1
146;0;0;-2.6847;1
146;0;0;-1.5715;1
