146;1;0;-4.5607;0
111;0;0;-6.9042;0
109;0;1;-6.9528;0
86;1;0;-5.2876;0
80;0;0;-4.6266;0
67;0;1;-4.8587;0
146;1;0;-1.4523;0
146;0;0;-2.3871;0
111;0;0;-1.8738;0
80;0;1;-1.5261;0
146;1;0;-2.0149;0
146;1;0;-2.3589;0
146;0;0;-2.3998;0
111;0;0;-4.6743;0
109;0;1;-5.5337;0
86;1;0;-6.1729;0
80;0;0;-5.1918;0
67;0;1;-4.7692;0
111;0;0;-1.8295;0
146;1;0;-6.2723;0
146;0;0;-6.3537;0
111;0;1;-6.2664;0
102;1;1;-9.1415;0
146;1;0;-3.2108;0
146;1;0;-4.4905;0
146;0;1;-4.2144;0
109;1;0;-5.7404;0
102;0;1;-7.028;0
80;1;0;-2.7665;0
67;0;0;-5.0535;0
47;0;0;-5.6597;0
19;0;1;-4.8126;0
80;1;0;-4.9341;0
146;1;0;-1.9862;0
146;0;0;-4.7066;0
109;0;0;-2.9261;0
102;0;1;-5.2497;0
80;1;0;-4.2251;0
67;0;0;-6.837;0
109;0;0;-3.0891;0
80;1;0;-6.8351;0
80;1;1;-6.0958;0
146;1;0;-5.7139;0
146;0;0;-6.2245;0
111;0;0;-8.0939;0
109;0;0;-6.0231;0
102;0;1;-3.6245;0
146;1;0;-3.6158;0
146;0;1;-5.1513;0
109;1;0;-6.3767;0
102;0;0;-5.2497;0
86;0;0;-4.5262;0
146;1;0;-3.6158;0
146;0;1;-5.1513;0
109;1;0;-6.1891;0
17;0;0;-8.0349;0
86;0;0;-4.5262;0
146;1;0;-3.9349;0
102;0;0;-4.6421;0
146;1;0;-3.9349;0
18;1;0;-5.5286;0
17;0;1;-5.9474;0
109;1;0;-3.4068;0
18;1;1;-6.4439;0
146;0;0;-8.0279;0
111;0;1;-4.7021;0
146;1;0;-2.3749;0
146;1;0;12.82;0
146;0;0;-4.4994;0
111;0;0;-5.2876;0
109;0;1;-5.222;0
80;0;0;-5.8851;0
67;0;1;-4.5262;0
80;0;1;-3.2425;0
146;0;0;-6.8644;0
111;0;0;-6.2016;0
109;0;1;-5.2016;0
86;1;0;-5.8238;0
67;0;1;-7.9676;0
86;1;0;14.4294;0
146;0;0;-2.8311;0
146;1;0;-6.3034;0
146;0;1;-6.8625;0
109;1;0;-3.6525;0
102;0;0;-7.1445;0
86;0;0;-6.6006;0
146;1;0;-6.3034;0
47;0;1;-6.9839;0
109;1;0;-3.6525;0
102;0;0;-7.1445;0
86;0;0;-6.6006;0
146;1;0;-6.609;0
102;0;0;-3.8548;0
67;0;0;-6.0926;0
102;0;0;-3.8548;0
146;1;0;-5.7139;0
146;0;1;-4.6857;0
109;1;0;-5.7214;0
102;0;0;-2.6461;0
86;0;0;-4.5262;0
146;1;0;-5.7139;0
47;0;1;-6.354;0
109;1;0;-5.7214;0
102;0;0;-2.6461;0
86;0;0;-4.5262;0
67;0;0;-5.3936;0
102;0;0;-1.9376;0
146;1;0;-7.1445;0
111;0;1;-5.6255;0
102;1;0;-4.0738;0
86;0;1;-3.0498;0
67;1;0;-4.5294;0
47;0;1;-4.8742;0
67;1;1;-0.8065;0
146;1;0;-6.9257;0
146;0;1;-7.7269;0
102;0;0;-6.2126;0
86;0;0;-5.5135;0
80;0;1;-5.1258;0
109;1;0;39.1439;0
86;0;1;-3.9025;0
146;1;0;-4.4589;0
109;1;0;-5.8857;0
102;0;0;-4.6443;0
86;0;1;-9.2759;0
146;1;0;-1.9764;0
111;1;1;-5.7169;0
111;1;1;-5.7169;0
102;1;0;-6.801;0
146;1;0;-6.4008;0
146;0;0;-6.2016;0
111;0;1;-6.3909;0
102;1;0;-5.1747;0
86;0;0;-5.6255;0
146;1;0;-6.4008;0
146;0;0;-6.2016;0
111;0;1;-6.3909;0
102;1;0;-5.1747;0
16;0;1;-4.2941;0
146;1;0;-4.2059;0
102;1;0;-4.8247;0
146;1;0;-4.2059;0
146;0;0;-4.2622;0
17;1;1;-4.058;0
146;1;0;-3.9406;0
146;1;0;-3.9406;0
146;1;0;-4.8357;0
146;0;1;-6.2318;0
109;1;0;-5.3393;0
102;0;1;-6.065;0
146;1;0;-7.0363;0
86;0;1;-6.4335;0
146;1;0;-6.2738;0
146;0;0;-4.8588;0
111;0;0;-5.4542;0
109;0;1;-6.217;0
86;1;0;-5.6425;0
80;0;0;-4.7793;0
67;0;0;-5.3082;0
19;0;0;-11.0446;0
18;0;1;-5.9874;0
146;1;0;-2.4667;0
111;0;0;-4.2148;0
86;1;0;-3.5068;0
80;0;0;-3.2591;0
146;1;0;-4.5072;0
146;0;0;-6.6549;0
86;0;0;-5.1102;0
80;0;1;-5.7117;0
19;0;0;-3.7022;0
18;0;0;-6.5705;0
17;0;0;-4.5262;0
146;1;0;-4.5072;0
146;0;0;-6.6549;0
86;0;0;-5.1102;0
80;0;1;-5.7117;0
19;0;0;-3.7022;0
18;0;0;-6.5705;0
17;0;0;-4.5262;0
19;0;0;-3.9013;0
86;0;0;-1.0986;0
19;0;0;-3.9013;0
18;0;0;-5.2655;0
19;0;0;-3.9585;0
19;0;0;-3.9585;0
102;0;0;-7.3034;0
86;0;0;-5.7169;0
146;0;1;-0.2084;0
18;1;0;-3.2597;0
102;0;0;-7.3034;0
86;0;0;-5.7169;0
102;0;0;-1.0737;0
102;0;0;-1.0737;0
18;1;1;-0.6551;0
146;1;0;-8.0647;0
86;0;0;-8.5915;0
80;0;0;-5.426;0
