146;1;0;0.6339;0
111;0;0;0.708;0
109;0;1;0.8154;0
86;1;0;0.7151;0
80;0;0;0.5889;0
67;0;1;0.7129;0
146;1;0;0.6263;0
146;0;0;0.7773;0
111;0;0;0.8188;0
80;0;1;0.5064;0
146;1;0;0.25;0
146;1;0;0.7996;0
146;0;0;0.8112;0
111;0;0;0.7008;0
109;0;1;0.7949;0
86;1;0;0.627;0
80;0;0;0.6934;0
67;0;1;0.8486;0
111;0;0;0.8274;0
146;1;0;0.6608;0
146;0;0;0.7418;0
111;0;1;0.7209;0
102;1;1;0.6234;0
146;1;0;0.6447;0
146;1;0;0.7219;0
146;0;1;0.751;0
109;1;0;0.5809;0
102;0;1;0.7877;0
80;1;0;0.8255;0
67;0;0;0.7108;0
47;0;0;0.6091;0
19;0;1;0.7249;0
80;1;0;0.6962;0
146;1;0;0.8044;0
146;1;0;0.8044;0
146;0;0;0.7225;0
109;0;0;0.725;0
102;0;1;0.6886;0
80;1;0;0.7415;0
67;0;0;0.7984;0
109;0;0;0.6508;0
80;1;0;0.5088;0
80;1;1;0.2088;0
146;1;0;0.8173;0
146;0;0;0.6408;0
111;0;0;0.5233;0
109;0;0;0.635;0
102;0;1;0.7379;0
146;1;0;0.685;0
146;0;1;0.6728;0
109;1;0;0.6002;0
102;0;0;0.6886;0
86;0;0;0.8997;0
146;1;0;0.685;0
146;0;1;0.6728;0
109;1;0;0.6002;0
17;0;0;0.5421;0
86;0;0;0.8997;0
146;1;0;0.4497;0
102;0;0;0.6452;0
146;1;0;0.4497;0
18;1;0;0.5437;0
17;0;1;0.5081;0
109;1;0;0.7023;0
18;1;1;0.4517;0
146;0;0;0.746;0
111;0;1;0.9609;0
146;1;0;0.3663;0
146;1;0;8.9655;0
146;0;0;0.7129;0
111;0;0;0.7151;0
109;0;1;0.6915;0
80;0;0;0.6635;0
67;0;1;0.8997;0
80;0;1;0.7256;0
146;0;0;0.699;0
111;0;0;0.7065;0
109;0;1;0.7505;0
86;1;0;0.3498;0
67;0;1;0.5915;0
146;1;0;0.6786;0
146;0;1;0.5965;0
109;1;0;0.5712;0
102;0;0;0.7212;0
86;0;0;0.659;0
146;1;0;0.6786;0
47;0;1;0.6153;0
109;1;0;0.5712;0
102;0;0;0.801;0
86;0;0;0.659;0
146;1;0;0.5203;0
102;0;0;0.6825;0
67;0;0;0.4893;0
102;0;0;0.6825;0
146;1;0;0.8141;0
146;0;1;0.7033;0
109;1;0;0.6829;0
102;0;0;0.7975;0
86;0;0;0.8997;0
146;1;0;0.8141;0
47;0;1;0.6382;0
109;1;0;0.6829;0
102;0;0;0.7975;0
86;0;0;0.8997;0
67;0;0;0.4771;0
102;0;0;0.8076;0
146;1;0;0.7212;0
111;0;1;0.6517;0
102;1;0;0.7034;0
86;0;1;0.7099;0
67;1;0;0.6969;0
47;0;1;0.6968;0
67;1;1;0.7997;0
146;1;0;0.7507;0
146;0;1;0.5846;0
102;0;0;0.646;0
86;0;0;0.6736;0
80;0;1;0.7232;0
86;0;1;0.7138;0
146;1;0;0.7415;0
109;1;0;0.6505;0
102;0;0;0.7125;0
86;0;1;0.5553;0
146;1;0;0.8213;0
111;1;1;0.8317;0
111;1;1;0.8317;0
102;1;0;0.6243;0
146;1;0;0.6634;0
146;0;0;0.7065;0
111;0;1;0.7517;0
102;1;0;0.6209;0
86;0;0;0.6517;0
146;1;0;0.6634;0
146;0;0;0.7065;0
111;0;1;0.7517;0
102;1;0;0.6209;0
16;0;1;0.7364;0
146;1;0;0.595;0
102;1;0;0.3317;0
146;1;0;0.595;0
146;0;0;0.6888;0
17;1;1;0.4947;0
146;1;0;0.5118;0
146;1;0;0.5118;0
146;1;0;0.6818;0
146;0;1;0.6837;0
109;1;0;0.6778;0
102;0;1;0.6375;0
146;1;0;0.6403;0
86;0;1;0.6294;0
146;1;0;0.667;0
146;0;0;0.5939;0
86;0;0;0.5772;0
80;0;1;0.6784;0
19;0;0;0.746;0
18;0;0;0.8291;0
17;0;0;0.8997;0
146;1;0;0.667;0
146;0;0;0.5939;0
86;0;0;0.5772;0
80;0;1;0.6784;0
19;0;0;0.746;0
18;0;0;0.8291;0
17;0;0;0.8997;0
19;0;0;0.6015;0
86;0;0;0.6392;0
19;0;0;0.6015;0
18;0;0;0.6143;0
19;0;0;0.4845;0
19;0;0;0.4845;0
102;0;0;0.5907;0
86;0;0;0.8317;0
146;0;1;0.978;0
18;1;0;0.7738;0
102;0;0;0.5907;0
86;0;0;0.8317;0
102;0;0;0.8957;0
102;0;0;0.8957;0
18;1;1;0.9217;0
146;1;0;0.5575;0
86;0;0;0.5418;0
80;0;0;0.6548;0
67;0;0;0.5823;0
86;0;0;3.4079;0
86;0;0;10.4086;0
111;0;1;0.6601;0
102;1;0;0.6521;0
19;0;1;0.712;0
102;1;0;0.6521;0
86;0;0;0.6852;0
102;1;0;0.3331;0
111;0;0;0.5945;0
109;0;0;0.9609;0
102;0;1;0.6656;0
80;1;0;0.5682;0
67;0;0;0.7727;0
47;0;1;0.6036;0
80;1;0;0.548;0
67;0;1;0.7192;0
111;0;0;0.6676;0
80;1;1;0.4962;0
146;1;0;0.6597;0
146;0;0;0.5511;0
111;0;1;0.8319;0
146;1;0;0.6322;0
102;0;0;0.7468;0
86;0;1;0.6915;0
111;0;0;0.7026;0
109;0;1;0.8141;0
146;0;0;0.681;0
